name,age,email,phone,purchase_frequency
Jim Smith,40,jim.smith@distansakademin.se,0768-492476,medium
Jasper Jennings,50,jasper.jennings@distansakademin.se,0770-464959,high
Jöhn Jönes,40,john.jones@distansakademin.se,0732-967606,low
Jöhn Jennings,43,john.jennings@distansakademin.se,0767-991594,low
Jane Jenkins,65,jane.jenkins@distansakademin.se,0771-361864,medium
Jasper Jensen,42,jasper.jensen@distansakademin.se,0776-420699,low
Jack Jensen,22,jack.jensen@distansakademin.se,0758-690125,medium
Jasper Jennings,48,jasper.jennings@distansakademin.se,0728-681335,low
Jill Jacksön,63,jill.jackson@distansakademin.se,0778-551293,medium
Jane Jensen,58,jane.jensen@distansakademin.se,0783-553546,high
Jesse Jöhnsön,48,jesse.johnson@distansakademin.se,0716-572392,low
Jim Jensen,invalid_age,invalid_mail,0728-182723,low
Jade Jacksön,41,jade.jackson@distansakademin.se,0725-315207,low
Jöhn Jöhnsön,18,john.johnson@distansakademin.se,0782-965998,medium
Jill Jenkins,24,jill.jenkins@distansakademin.se,0763-508302,low
Jack Jennings,57,invalid_mail,0776-279200,high
Jöe Janssen,invalid_age,invalid_mail,0795-808557,medium
Jasper Jensen,52,jasper.jensen@distansakademin.se,0741-184005,high
Jack Smith,60,jack.smith@distansakademin.se,0767-456532,medium
Jill Jennings,48,jill.jennings@distansakademin.se,0731-692047,high
Jesse Jönes,58,invalid_mail,0722-140120,high
Jack Jöhanssön,38,jack.johansson@distansakademin.se,0724-560114,medium
Jim Jacksön,invalid_age,jim.jackson@distansakademin.se,0723-534886,medium
Jesse Jöhanssön,45,jesse.johansson@distansakademin.se,0752-929977,low
Jim Smith,29,jim.smith@distansakademin.se,0784-393940,medium
Jesse Jensen,63,jesse.jensen@distansakademin.se,0788-569440,medium
Jöhn Jöhnsön,43,john.johnson@distansakademin.se,0748-105371,high
Jim Jacksön,45,invalid_mail,0762-480894,medium
Jane Jensen,35,invalid_mail,0741-427134,medium
Jane Jöhnsön,63,invalid_mail,0788-211688,high
Jöhn Jacksön,38,john.jackson@distansakademin.se,0747-656502,low
Jack Smith,37,jack.smith@distansakademin.se,0745-759103,low
Jöe Jensen,45,joe.jensen@distansakademin.se,0772-268975,high
Jöhn Jenkins,invalid_age,john.jenkins@distansakademin.se,0750-506359,low
Jade Jennings,65,invalid_mail,0751-799563,medium
Jasper Jensen,64,jasper.jensen@distansakademin.se,0755-304415,low
Jasper Janssen,34,jasper.janssen@distansakademin.se,0735-903089,medium
Jane Jenkins,25,invalid_mail,0721-748427,high
Jade Jöhanssön,65,jade.johansson@distansakademin.se,0786-713174,low
Jack Jöhanssön,41,jack.johansson@distansakademin.se,0734-909550,medium
Jade Smith,18,jade.smith@distansakademin.se,0760-356126,high
Jesse Jönes,37,jesse.jones@distansakademin.se,0725-747751,high
Jack Jöhnsön,38,jack.johnson@distansakademin.se,0777-827119,low
Jesse Jenkins,43,jesse.jenkins@distansakademin.se,0741-599049,low
Jesse Jensen,65,jesse.jensen@distansakademin.se,0733-888933,high
Jöe Jensen,22,joe.jensen@distansakademin.se,0744-329963,low
Jill Jönes,invalid_age,jill.jones@distansakademin.se,0750-987513,medium
Jane Jennings,invalid_age,jane.jennings@distansakademin.se,0756-396874,high
Jane Jenkins,45,invalid_mail,0771-492438,low
Jesse Smith,41,jesse.smith@distansakademin.se,0713-468342,high
Jöe Jöhanssön,26,joe.johansson@distansakademin.se,0760-954338,medium
Jasper Jönes,invalid_age,jasper.jones@distansakademin.se,0776-892863,low
Jane Jöhnsön,31,jane.johnson@distansakademin.se,0762-435387,medium
Jasper Smith,55,jasper.smith@distansakademin.se,0760-655847,high
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0730-816516,low
Jim Jacksön,invalid_age,jim.jackson@distansakademin.se,0738-538954,high
Jesse Jensen,31,jesse.jensen@distansakademin.se,0711-113812,low
Jöhn Janssen,invalid_age,invalid_mail,0764-510616,medium
Jasper Jennings,60,jasper.jennings@distansakademin.se,0797-197763,high
Jöe Jacksön,invalid_age,joe.jackson@distansakademin.se,0735-311254,low
Jade Jöhanssön,invalid_age,invalid_mail,0767-437567,high
Jill Jensen,40,jill.jensen@distansakademin.se,0771-157326,high
Jesse Jöhanssön,26,jesse.johansson@distansakademin.se,0747-957724,low
Jesse Janssen,23,jesse.janssen@distansakademin.se,0718-887786,high
Jane Jensen,invalid_age,jane.jensen@distansakademin.se,0713-649216,medium
Jim Janssen,22,jim.janssen@distansakademin.se,0786-763051,high
Jim Janssen,26,invalid_mail,0732-572139,high
Jöhn Jöhanssön,49,john.johansson@distansakademin.se,0763-518599,high
Jack Jensen,43,jack.jensen@distansakademin.se,0741-155248,high
Jöhn Jönes,32,invalid_mail,0771-313644,high
Jade Jennings,invalid_age,jade.jennings@distansakademin.se,0752-970013,high
Jim Jöhnsön,invalid_age,invalid_mail,0737-287388,high
Jade Jennings,invalid_age,jade.jennings@distansakademin.se,0738-845816,medium
Jade Jenkins,61,jade.jenkins@distansakademin.se,0781-280664,medium
Jade Jensen,invalid_age,jade.jensen@distansakademin.se,0759-274122,low
Jill Jacksön,28,jill.jackson@distansakademin.se,0780-167668,medium
Jim Jacksön,46,jim.jackson@distansakademin.se,0761-727411,high
Jenny Jacksön,39,jenny.jackson@distansakademin.se,0791-514775,high
Jack Smith,53,jack.smith@distansakademin.se,0779-325672,high
Jane Jönes,24,jane.jones@distansakademin.se,0741-263411,medium
Jasper Jöhnsön,58,jasper.johnson@distansakademin.se,0773-419960,low
Jade Jöhnsön,52,jade.johnson@distansakademin.se,0717-358012,medium
Jesse Janssen,53,jesse.janssen@distansakademin.se,0782-571745,low
Jasper Jöhanssön,invalid_age,jasper.johansson@distansakademin.se,0756-703970,low
Jenny Smith,64,jenny.smith@distansakademin.se,0740-367928,medium
Jöhn Jensen,26,john.jensen@distansakademin.se,0774-360790,high
Jim Jenkins,65,jim.jenkins@distansakademin.se,0759-996842,high
Jack Jensen,43,jack.jensen@distansakademin.se,0730-123898,high
Jenny Jenkins,60,jenny.jenkins@distansakademin.se,0740-442397,low
Jöe Jacksön,20,joe.jackson@distansakademin.se,0743-350226,medium
Jöe Janssen,44,joe.janssen@distansakademin.se,0767-518551,medium
Jenny Smith,40,invalid_mail,0794-642400,medium
Jesse Jensen,65,jesse.jensen@distansakademin.se,0754-533663,high
Jasper Jönes,31,jasper.jones@distansakademin.se,0799-487744,medium
Jade Jensen,43,jade.jensen@distansakademin.se,0779-814254,low
Jöe Jönes,60,joe.jones@distansakademin.se,0788-447742,high
Jack Jöhanssön,invalid_age,jack.johansson@distansakademin.se,0764-312510,medium
Jane Jensen,24,jane.jensen@distansakademin.se,0724-204480,medium
Jasper Jensen,42,invalid_mail,0761-303436,low
Jim Jensen,51,jim.jensen@distansakademin.se,0783-545678,high
Jade Jensen,43,jade.jensen@distansakademin.se,0775-742795,high
Jim Jennings,40,jim.jennings@distansakademin.se,0780-756975,low
Jim Janssen,60,jim.janssen@distansakademin.se,0715-193812,low
Jill Jenkins,52,jill.jenkins@distansakademin.se,0752-999856,medium
Jane Jöhanssön,25,jane.johansson@distansakademin.se,0768-282839,low
Jasper Jensen,41,jasper.jensen@distansakademin.se,0739-346027,low
Jenny Jöhanssön,46,jenny.johansson@distansakademin.se,0717-861304,low
Jenny Jenkins,invalid_age,jenny.jenkins@distansakademin.se,0770-909495,low
Jöe Jöhnsön,47,joe.johnson@distansakademin.se,0713-350333,high
Jenny Jensen,invalid_age,jenny.jensen@distansakademin.se,0711-270916,high
Jesse Jennings,26,jesse.jennings@distansakademin.se,0775-233341,high
Jesse Jönes,58,jesse.jones@distansakademin.se,0774-653162,high
Jöe Janssen,48,joe.janssen@distansakademin.se,0792-423482,high
Jim Jöhnsön,25,jim.johnson@distansakademin.se,0731-764961,low
Jasper Jönes,63,jasper.jones@distansakademin.se,0727-626939,high
Jade Jönes,57,jade.jones@distansakademin.se,0715-486757,low
Jöe Jenkins,38,joe.jenkins@distansakademin.se,0732-261874,medium
Jane Jöhanssön,47,jane.johansson@distansakademin.se,0714-255896,low
Jane Jönes,36,invalid_mail,0760-308170,high
Jesse Jensen,30,jesse.jensen@distansakademin.se,0712-477395,medium
Jade Janssen,37,jade.janssen@distansakademin.se,0768-691515,low
Jasper Jöhanssön,invalid_age,invalid_mail,0754-709910,high
Jasper Jennings,39,jasper.jennings@distansakademin.se,0754-860415,medium
Jill Jensen,24,jill.jensen@distansakademin.se,0771-644897,medium
Jenny Smith,32,jenny.smith@distansakademin.se,0759-932956,high
Jill Smith,53,jill.smith@distansakademin.se,0736-474893,high
Jesse Jöhanssön,63,invalid_mail,0738-852958,medium
Jack Jönes,57,jack.jones@distansakademin.se,0782-962777,high
Jim Jöhanssön,58,jim.johansson@distansakademin.se,0765-823489,medium
Jöe Jacksön,40,joe.jackson@distansakademin.se,0788-341421,medium
Jasper Jensen,56,jasper.jensen@distansakademin.se,0765-760536,low
Jenny Jacksön,18,jenny.jackson@distansakademin.se,0778-183998,low
Jane Jensen,57,jane.jensen@distansakademin.se,0747-396453,high
Jöe Jensen,59,joe.jensen@distansakademin.se,0772-586488,high
Jöe Jensen,invalid_age,joe.jensen@distansakademin.se,0715-671129,low
Jenny Jacksön,28,jenny.jackson@distansakademin.se,0739-403824,medium
Jade Jenkins,invalid_age,jade.jenkins@distansakademin.se,0791-387603,high
Jack Jönes,32,jack.jones@distansakademin.se,0735-401730,low
Jöe Jönes,39,joe.jones@distansakademin.se,0751-384203,low
Jill Janssen,invalid_age,jill.janssen@distansakademin.se,0725-565514,medium
Jade Jensen,54,jade.jensen@distansakademin.se,0730-758730,medium
Jade Jennings,invalid_age,jade.jennings@distansakademin.se,0770-545790,low
Jim Jenkins,23,jim.jenkins@distansakademin.se,0711-979428,low
Jesse Jennings,30,jesse.jennings@distansakademin.se,0715-403515,medium
Jack Jennings,24,jack.jennings@distansakademin.se,0781-963232,high
Jesse Jenkins,invalid_age,jesse.jenkins@distansakademin.se,0747-310783,medium
Jack Jöhnsön,invalid_age,jack.johnson@distansakademin.se,0778-903593,low
Jöhn Jensen,42,john.jensen@distansakademin.se,0764-362710,low
Jenny Janssen,46,jenny.janssen@distansakademin.se,0773-399523,medium
Jesse Jennings,65,invalid_mail,0782-291060,medium
Jöe Jennings,invalid_age,joe.jennings@distansakademin.se,0736-982378,high
Jöe Jensen,25,joe.jensen@distansakademin.se,0753-226437,medium
Jöhn Jönes,28,john.jones@distansakademin.se,0750-865376,medium
Jade Jöhanssön,40,jade.johansson@distansakademin.se,0733-177573,medium
Jasper Smith,55,jasper.smith@distansakademin.se,0766-283385,high
Jill Jönes,18,jill.jones@distansakademin.se,0787-514635,high
Jasper Jensen,45,jasper.jensen@distansakademin.se,0736-575479,high
Jöhn Jensen,23,john.jensen@distansakademin.se,0769-198313,medium
Jack Janssen,18,jack.janssen@distansakademin.se,0733-605480,medium
Jenny Jennings,48,jenny.jennings@distansakademin.se,0722-101564,low
Jesse Jöhnsön,invalid_age,jesse.johnson@distansakademin.se,0719-883403,high
Jesse Smith,34,jesse.smith@distansakademin.se,0735-132341,medium
Jesse Jöhanssön,invalid_age,jesse.johansson@distansakademin.se,0755-710418,high
Jesse Jacksön,22,jesse.jackson@distansakademin.se,0739-642426,medium
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0725-401902,medium
Jill Jöhanssön,50,invalid_mail,0738-151810,high
Jöe Jenkins,55,invalid_mail,0741-168707,low
Jöhn Smith,35,john.smith@distansakademin.se,0798-352168,high
Jöe Jensen,40,joe.jensen@distansakademin.se,0743-574600,low
Jesse Jenkins,36,jesse.jenkins@distansakademin.se,0753-539719,high
Jasper Jönes,invalid_age,jasper.jones@distansakademin.se,0780-403445,low
Jane Jönes,44,jane.jones@distansakademin.se,0782-983216,low
Jack Jenkins,61,jack.jenkins@distansakademin.se,0777-120404,high
Jim Jensen,52,jim.jensen@distansakademin.se,0785-867330,high
Jesse Jöhnsön,36,jesse.johnson@distansakademin.se,0734-831154,low
Jöe Jöhanssön,invalid_age,joe.johansson@distansakademin.se,0797-425713,medium
Jill Janssen,41,jill.janssen@distansakademin.se,0792-738887,medium
Jasper Jacksön,44,jasper.jackson@distansakademin.se,0717-843080,low
Jack Jöhnsön,46,jack.johnson@distansakademin.se,0715-914104,low
Jill Smith,54,jill.smith@distansakademin.se,0783-814022,high
Jesse Jenkins,43,invalid_mail,0728-457956,low
Jesse Jennings,18,invalid_mail,0733-992827,high
Jane Jenkins,44,jane.jenkins@distansakademin.se,0774-863825,low
Jade Jennings,38,jade.jennings@distansakademin.se,0746-823913,high
Jenny Jöhanssön,31,invalid_mail,0717-936131,medium
Jane Jönes,39,jane.jones@distansakademin.se,0796-901714,low
Jöe Jensen,46,joe.jensen@distansakademin.se,0754-648386,low
Jesse Smith,44,jesse.smith@distansakademin.se,0716-495765,low
Jasper Jöhanssön,51,jasper.johansson@distansakademin.se,0778-731687,medium
Jade Jensen,59,jade.jensen@distansakademin.se,0749-377166,medium
Jesse Jensen,invalid_age,jesse.jensen@distansakademin.se,0713-470013,high
Jöhn Janssen,18,john.janssen@distansakademin.se,0712-430265,low
Jöe Smith,53,joe.smith@distansakademin.se,0763-886070,low
Jöhn Jacksön,27,john.jackson@distansakademin.se,0753-674150,low
Jane Janssen,38,jane.janssen@distansakademin.se,0799-669630,low
Jade Jöhnsön,43,jade.johnson@distansakademin.se,0772-153082,low
Jenny Jennings,35,jenny.jennings@distansakademin.se,0778-431083,low
Jane Jönes,61,jane.jones@distansakademin.se,0776-191930,medium
Jesse Jensen,50,jesse.jensen@distansakademin.se,0763-548997,low
Jöe Jacksön,40,joe.jackson@distansakademin.se,0787-208192,low
Jesse Jensen,invalid_age,jesse.jensen@distansakademin.se,0793-290716,low
Jack Jennings,22,jack.jennings@distansakademin.se,0712-438477,medium
Jöhn Jöhnsön,23,invalid_mail,0746-628833,medium
Jack Smith,32,jack.smith@distansakademin.se,0748-149654,medium
Jesse Jacksön,63,jesse.jackson@distansakademin.se,0750-841548,medium
Jack Jönes,invalid_age,jack.jones@distansakademin.se,0716-195474,high
Jenny Jöhnsön,27,jenny.johnson@distansakademin.se,0788-495358,high
Jill Jenkins,27,jill.jenkins@distansakademin.se,0725-425316,high
Jane Jensen,52,jane.jensen@distansakademin.se,0778-748259,low
Jane Jensen,20,invalid_mail,0762-804188,medium
Jöe Jönes,invalid_age,joe.jones@distansakademin.se,0716-163019,low
Jenny Jönes,31,jenny.jones@distansakademin.se,0766-642248,high
Jill Jönes,50,jill.jones@distansakademin.se,0779-696314,high
Jöe Jöhnsön,35,joe.johnson@distansakademin.se,0791-543296,low
Jill Jensen,36,jill.jensen@distansakademin.se,0768-660843,low
Jack Jöhanssön,24,jack.johansson@distansakademin.se,0771-824086,medium
Jill Smith,47,jill.smith@distansakademin.se,0777-490587,high
Jane Jenkins,38,jane.jenkins@distansakademin.se,0795-132741,low
Jasper Jennings,44,jasper.jennings@distansakademin.se,0772-729597,medium
Jöhn Jensen,45,john.jensen@distansakademin.se,0775-167654,high
Jesse Janssen,31,jesse.janssen@distansakademin.se,0773-532999,low
Jasper Jacksön,34,jasper.jackson@distansakademin.se,0750-654518,high
Jane Jöhnsön,invalid_age,jane.johnson@distansakademin.se,0760-801254,low
Jim Jennings,50,jim.jennings@distansakademin.se,0778-349959,low
Jim Jacksön,45,jim.jackson@distansakademin.se,0779-973083,low
Jack Smith,56,jack.smith@distansakademin.se,0799-557350,medium
Jenny Jenkins,invalid_age,jenny.jenkins@distansakademin.se,0768-640847,low
Jim Jöhnsön,invalid_age,invalid_mail,0724-565569,high
Jenny Jöhnsön,invalid_age,jenny.johnson@distansakademin.se,0772-214045,medium
Jasper Smith,23,jasper.smith@distansakademin.se,0786-756478,low
Jack Jönes,57,jack.jones@distansakademin.se,0790-363043,high
Jenny Jennings,46,jenny.jennings@distansakademin.se,0764-401925,medium
Jöhn Jönes,39,john.jones@distansakademin.se,0793-421446,high
Jenny Jennings,26,invalid_mail,0724-579910,low
Jim Jenkins,63,jim.jenkins@distansakademin.se,0764-260650,medium
Jasper Jönes,22,jasper.jones@distansakademin.se,0798-179040,medium
Jade Jöhnsön,invalid_age,jade.johnson@distansakademin.se,0737-181414,low
Jesse Jennings,48,jesse.jennings@distansakademin.se,0762-902653,high
Jade Jöhanssön,63,jade.johansson@distansakademin.se,0766-367490,low
Jim Jensen,64,jim.jensen@distansakademin.se,0720-346760,high
Jill Jönes,invalid_age,jill.jones@distansakademin.se,0794-285136,medium
Jenny Smith,invalid_age,jenny.smith@distansakademin.se,0771-188262,high
Jenny Jöhnsön,21,jenny.johnson@distansakademin.se,0757-119188,high
Jane Jöhanssön,35,jane.johansson@distansakademin.se,0725-808501,low
Jane Jenkins,32,jane.jenkins@distansakademin.se,0790-464800,high
Jenny Janssen,47,invalid_mail,0738-692486,low
Jim Jöhanssön,23,invalid_mail,0792-323846,high
Jim Jensen,invalid_age,jim.jensen@distansakademin.se,0740-272500,low
Jasper Jenkins,38,jasper.jenkins@distansakademin.se,0727-625751,low
Jane Jennings,47,jane.jennings@distansakademin.se,0761-117507,high
Jasper Jönes,27,jasper.jones@distansakademin.se,0740-114197,medium
Jane Jöhnsön,22,jane.johnson@distansakademin.se,0786-638400,medium
Jesse Jacksön,32,jesse.jackson@distansakademin.se,0743-372256,high
Jack Jennings,invalid_age,jack.jennings@distansakademin.se,0746-301378,medium
Jöe Jöhnsön,invalid_age,joe.johnson@distansakademin.se,0747-935314,medium
Jill Smith,19,jill.smith@distansakademin.se,0780-735538,high
Jade Janssen,35,jade.janssen@distansakademin.se,0711-834542,low
Jöhn Jensen,30,invalid_mail,0766-115041,high
Jill Jenkins,44,jill.jenkins@distansakademin.se,0725-412501,low
Jesse Jenkins,34,jesse.jenkins@distansakademin.se,0781-602345,medium
Jane Smith,invalid_age,jane.smith@distansakademin.se,0775-589275,medium
Jill Jensen,32,jill.jensen@distansakademin.se,0756-627095,low
Jöhn Jönes,invalid_age,invalid_mail,0713-966883,medium
Jade Jenkins,28,jade.jenkins@distansakademin.se,0748-747448,high
Jane Smith,64,jane.smith@distansakademin.se,0738-992081,high
Jöe Jacksön,37,joe.jackson@distansakademin.se,0790-789401,high
Jack Jenkins,61,invalid_mail,0753-173442,medium
Jade Jacksön,19,jade.jackson@distansakademin.se,0772-319264,high
Jöhn Jöhanssön,invalid_age,john.johansson@distansakademin.se,0750-849495,high
Jenny Jacksön,18,jenny.jackson@distansakademin.se,0772-998493,high
Jill Jensen,64,jill.jensen@distansakademin.se,0760-526222,medium
Jöe Jennings,44,joe.jennings@distansakademin.se,0797-129344,high
Jack Smith,invalid_age,jack.smith@distansakademin.se,0779-704268,medium
Jill Jacksön,26,jill.jackson@distansakademin.se,0744-944832,high
Jane Jennings,24,jane.jennings@distansakademin.se,0787-176944,medium
Jack Jöhnsön,49,jack.johnson@distansakademin.se,0722-737298,medium
Jade Jensen,36,jade.jensen@distansakademin.se,0742-796571,medium
Jesse Janssen,23,jesse.janssen@distansakademin.se,0717-173781,medium
Jöhn Jenkins,24,john.jenkins@distansakademin.se,0735-362081,low
Jenny Jöhanssön,23,invalid_mail,0756-905131,high
Jim Janssen,invalid_age,jim.janssen@distansakademin.se,0732-202553,high
Jill Jacksön,19,jill.jackson@distansakademin.se,0789-169144,high
Jade Jacksön,48,jade.jackson@distansakademin.se,0793-331922,low
Jesse Jensen,55,jesse.jensen@distansakademin.se,0770-265313,high
Jöe Jensen,36,joe.jensen@distansakademin.se,0777-179719,high
Jöhn Jacksön,59,john.jackson@distansakademin.se,0777-942844,low
Jack Jensen,34,jack.jensen@distansakademin.se,0791-186343,low
Jöe Jacksön,45,joe.jackson@distansakademin.se,0740-188422,low
Jöe Jöhnsön,65,joe.johnson@distansakademin.se,0794-925245,medium
Jöhn Jacksön,43,john.jackson@distansakademin.se,0788-569242,medium
Jesse Jensen,61,jesse.jensen@distansakademin.se,0734-777740,medium
Jack Jacksön,58,jack.jackson@distansakademin.se,0723-834992,medium
Jane Jenkins,64,jane.jenkins@distansakademin.se,0710-437124,high
Jim Jacksön,29,invalid_mail,0734-641777,medium
Jesse Janssen,32,jesse.janssen@distansakademin.se,0772-873123,medium
Jim Jacksön,33,jim.jackson@distansakademin.se,0786-334184,medium
Jasper Jacksön,53,jasper.jackson@distansakademin.se,0757-916840,medium
Jade Jensen,22,jade.jensen@distansakademin.se,0723-730774,medium
Jöe Jacksön,26,invalid_mail,0764-742266,low
Jack Jöhnsön,invalid_age,invalid_mail,0762-573970,medium
Jöe Janssen,24,joe.janssen@distansakademin.se,0792-168585,high
Jesse Smith,44,jesse.smith@distansakademin.se,0732-230913,low
Jöhn Jenkins,43,john.jenkins@distansakademin.se,0735-770602,high
Jill Jennings,56,jill.jennings@distansakademin.se,0791-820515,medium
Jane Jönes,21,jane.jones@distansakademin.se,0785-888598,medium
Jesse Janssen,39,jesse.janssen@distansakademin.se,0793-129120,high
Jim Jensen,23,invalid_mail,0721-784855,low
Jack Janssen,invalid_age,invalid_mail,0797-243208,high
Jade Smith,42,invalid_mail,0737-708379,high
Jane Jönes,44,jane.jones@distansakademin.se,0733-726840,low
Jesse Janssen,invalid_age,jesse.janssen@distansakademin.se,0760-461686,low
Jack Jensen,invalid_age,jack.jensen@distansakademin.se,0731-307660,low
Jenny Janssen,53,jenny.janssen@distansakademin.se,0715-309179,medium
Jöhn Jöhanssön,invalid_age,john.johansson@distansakademin.se,0719-125264,high
Jöe Jöhnsön,invalid_age,joe.johnson@distansakademin.se,0754-821565,medium
Jack Jenkins,25,jack.jenkins@distansakademin.se,0740-670163,medium
Jenny Jönes,40,jenny.jones@distansakademin.se,0749-408839,medium
Jöhn Jöhnsön,18,john.johnson@distansakademin.se,0782-617285,high
Jane Jönes,52,jane.jones@distansakademin.se,0723-123593,high
Jasper Smith,60,jasper.smith@distansakademin.se,0719-270231,medium
Jim Jensen,55,jim.jensen@distansakademin.se,0728-823636,low
Jesse Jennings,invalid_age,jesse.jennings@distansakademin.se,0727-257724,low
Jack Jensen,30,jack.jensen@distansakademin.se,0792-770669,medium
Jack Janssen,54,invalid_mail,0760-258171,high
Jill Jacksön,22,invalid_mail,0724-215963,medium
Jesse Smith,18,jesse.smith@distansakademin.se,0778-818225,high
Jill Smith,38,invalid_mail,0747-388309,medium
Jasper Jensen,48,jasper.jensen@distansakademin.se,0746-514709,medium
Jöe Jöhnsön,21,joe.johnson@distansakademin.se,0761-412392,medium
Jöe Jönes,47,joe.jones@distansakademin.se,0722-870473,low
Jenny Jennings,54,invalid_mail,0796-253744,low
Jesse Jenkins,58,jesse.jenkins@distansakademin.se,0792-683407,high
Jane Jensen,24,jane.jensen@distansakademin.se,0711-822523,low
Jim Smith,46,jim.smith@distansakademin.se,0796-699823,high
Jenny Jenkins,35,invalid_mail,0736-243377,low
Jöhn Jacksön,26,john.jackson@distansakademin.se,0754-671802,high
Jenny Jensen,46,jenny.jensen@distansakademin.se,0737-246615,high
Jöhn Janssen,56,john.janssen@distansakademin.se,0717-513018,low
Jöhn Jensen,49,john.jensen@distansakademin.se,0749-119859,high
Jasper Janssen,23,jasper.janssen@distansakademin.se,0761-227132,high
Jim Jensen,53,invalid_mail,0742-913280,medium
Jesse Jensen,27,jesse.jensen@distansakademin.se,0751-751818,high
Jill Jennings,invalid_age,jill.jennings@distansakademin.se,0777-839527,high
Jöhn Jenkins,33,john.jenkins@distansakademin.se,0753-131518,high
Jack Janssen,46,jack.janssen@distansakademin.se,0755-826622,medium
Jim Jönes,invalid_age,jim.jones@distansakademin.se,0776-822968,medium
Jane Jöhanssön,47,jane.johansson@distansakademin.se,0757-711513,low
Jack Jensen,43,jack.jensen@distansakademin.se,0758-221908,low
Jim Jöhnsön,51,jim.johnson@distansakademin.se,0790-325716,high
Jade Jennings,30,jade.jennings@distansakademin.se,0791-325140,high
Jim Jönes,54,jim.jones@distansakademin.se,0767-937352,high
Jill Jennings,34,jill.jennings@distansakademin.se,0798-734130,high
Jane Jenkins,47,jane.jenkins@distansakademin.se,0782-400304,high
Jim Jöhnsön,41,invalid_mail,0760-485379,low
Jenny Jönes,19,jenny.jones@distansakademin.se,0796-506302,high
Jack Janssen,50,jack.janssen@distansakademin.se,0754-631651,low
Jesse Jensen,62,jesse.jensen@distansakademin.se,0742-871739,low
Jesse Jöhanssön,invalid_age,invalid_mail,0770-820004,low
Jesse Jensen,56,jesse.jensen@distansakademin.se,0760-792082,high
Jill Jacksön,invalid_age,jill.jackson@distansakademin.se,0713-194745,high
Jasper Janssen,29,jasper.janssen@distansakademin.se,0795-506143,medium
Jill Jensen,59,jill.jensen@distansakademin.se,0727-983761,low
Jenny Jensen,64,jenny.jensen@distansakademin.se,0746-491996,medium
Jim Jensen,21,jim.jensen@distansakademin.se,0769-283392,low
Jim Smith,39,jim.smith@distansakademin.se,0711-525886,medium
Jade Janssen,invalid_age,jade.janssen@distansakademin.se,0730-854094,low
Jill Janssen,invalid_age,jill.janssen@distansakademin.se,0784-274849,high
Jöe Janssen,invalid_age,joe.janssen@distansakademin.se,0741-159318,high
Jim Smith,55,invalid_mail,0744-338227,low
Jenny Jennings,53,invalid_mail,0765-269118,low
Jill Jennings,19,invalid_mail,0727-637304,medium
Jill Jöhanssön,57,jill.johansson@distansakademin.se,0776-707314,medium
Jill Jöhanssön,invalid_age,jill.johansson@distansakademin.se,0754-195718,low
Jöhn Jönes,invalid_age,john.jones@distansakademin.se,0791-215470,medium
Jöe Jenkins,27,invalid_mail,0777-252743,low
Jöe Jennings,23,joe.jennings@distansakademin.se,0738-789241,medium
Jasper Jöhnsön,64,jasper.johnson@distansakademin.se,0778-693662,high
Jade Jennings,50,jade.jennings@distansakademin.se,0742-885330,medium
Jesse Jöhnsön,28,jesse.johnson@distansakademin.se,0764-260162,medium
Jim Jöhanssön,invalid_age,jim.johansson@distansakademin.se,0756-655743,low
Jim Jenkins,20,jim.jenkins@distansakademin.se,0788-820763,high
Jane Jenkins,65,jane.jenkins@distansakademin.se,0781-577922,low
Jöe Jönes,invalid_age,joe.jones@distansakademin.se,0760-620093,medium
Jim Jensen,57,jim.jensen@distansakademin.se,0773-507820,medium
Jasper Jennings,54,jasper.jennings@distansakademin.se,0753-799163,high
Jade Jöhnsön,60,invalid_mail,0776-932099,high
Jesse Smith,invalid_age,jesse.smith@distansakademin.se,0731-374712,medium
Jane Janssen,61,jane.janssen@distansakademin.se,0743-762733,medium
Jesse Jöhanssön,37,jesse.johansson@distansakademin.se,0721-942435,low
Jöhn Smith,invalid_age,john.smith@distansakademin.se,0795-190555,high
Jack Jensen,64,jack.jensen@distansakademin.se,0794-602947,high
Jenny Janssen,37,jenny.janssen@distansakademin.se,0742-306567,medium
Jack Jennings,33,jack.jennings@distansakademin.se,0769-382389,high
Jade Smith,23,jade.smith@distansakademin.se,0716-421540,medium
Jill Jenkins,23,jill.jenkins@distansakademin.se,0789-210202,medium
Jim Jöhnsön,52,jim.johnson@distansakademin.se,0735-107970,low
Jesse Janssen,65,invalid_mail,0754-797521,high
Jasper Janssen,24,jasper.janssen@distansakademin.se,0792-542652,low
Jade Jenkins,26,jade.jenkins@distansakademin.se,0745-428224,low
Jasper Jenkins,23,jasper.jenkins@distansakademin.se,0721-286789,high
Jesse Jensen,39,jesse.jensen@distansakademin.se,0770-276600,medium
Jöhn Janssen,55,john.janssen@distansakademin.se,0726-530755,medium
Jöhn Jöhnsön,61,john.johnson@distansakademin.se,0740-228853,low
Jöhn Janssen,31,john.janssen@distansakademin.se,0789-964786,medium
Jane Jenkins,33,jane.jenkins@distansakademin.se,0792-469225,medium
Jill Jenkins,36,jill.jenkins@distansakademin.se,0752-840643,medium
Jöhn Jensen,53,john.jensen@distansakademin.se,0788-920604,low
